Activities,Number of treatments/medications taken,1
Activities,Taking other prescription medications,1
Activities,Time spend outdoors in summer,1
Activities,Time spent watching television (TV),1
Activities,Usual walking pace,1
Body Structures,Mouth/teeth dental problems: Dentures,1
Cardiovascular,Diastolic Blood Pressure (automated reading),1
Cognitive,Cognitive performance,2
Cognitive,Fluid intelligence score,1
Cognitive,Fluid intelligence test - FI5 : family relationship calculation,1
Cognitive,Intelligence,1
Cognitive,Trail making test - Duration to complete alphanumeric path (trail #2),1
Cognitive,Verbal-numerical reasoning,2
Connective Tissue,Carpal tunnel syndrome,1
Connective Tissue,Rheumatoid Arthritis,1
Dermatological,"Hair colour (natural, before greying): Blonde",1
Dermatological,Vitiligo,1
Endocrine,Type 2 Diabetes,4
Environment,Age completed full time education,1
Environment,Education - Qualifications,1
Environment,Educational attainment,6
Environment,Job involves heavy manual or physical work,1
Environment,Job involves mainly walking or standing,1
Environmental,Agents acting on the renin-angiotensin system,2
Environmental,Calcium channel blockers,1
Environmental,Diuretics,3
Environmental,Opioids,1
Environmental,Thyroid preparations,3
Gastrointestinal,Diverticular disease,1
Gastrointestinal,Primary sclerosing cholangitis,1
Gastrointestinal,Ulcerative colitis,2
Immunological,Basophil count (three-way meta),1
Immunological,Basophil count (two-way meta),1
Immunological,Eosinophil percentage of granulocytes (three-way meta),2
Immunological,Eosinophil percentage of granulocytes (two-way meta),1
Immunological,Eosinophil percentage of white cells (three-way meta),2
Immunological,Eosinophil percentage of white cells (two-way meta),1
Immunological,Granulocyte count (three-way meta),4
Immunological,Granulocyte count (two-way meta),4
Immunological,Hematocrit (three-way meta),1
Immunological,Hemoglobin concentration (three-way meta),1
Immunological,Hemoglobin concentration (two-way meta),1
Immunological,High light scatter percentage of red cells (three-way meta),1
Immunological,Lymphocyte count (three-way meta),1
Immunological,Lymphocyte count (two-way meta),1
Immunological,Lymphocyte percentage of white cells (three-way meta),1
Immunological,Lymphocyte percentage of white cells (two-way meta),2
Immunological,Macrophage inflammatory protein-1 (CCL4),1
Immunological,Mean corpuscular hemoglobin (three-way meta),5
Immunological,Mean corpuscular hemoglobin (two-way meta),1
Immunological,Mean corpuscular hemoglobin concentration (three-way meta),1
Immunological,Mean corpuscular hemoglobin concentration (two-way meta),1
Immunological,Mean corpuscular volume (three-way meta),3
Immunological,Mean corpuscular volume (two-way meta),2
Immunological,Monocyte count (three-way meta),1
Immunological,Monocyte count (two-way meta),1
Immunological,Myeloid white cell count (three-way meta),4
Immunological,Myeloid white cell count (two-way meta),4
Immunological,Neutrophil count (three-way meta),4
Immunological,Neutrophil count (two-way meta),4
Immunological,Neutrophil percentage of white cells (three-way meta),1
Immunological,Neutrophil percentage of white cells (two-way meta),1
Immunological,Platelet count (three-way meta),1
Immunological,Platelet distribution width (three-way meta),5
Immunological,Platelet distribution width (two-way meta),5
