Activities,"Medication for cholesterol, blood pressure or diabetes: Cholesterol lowering medication",1
Activities,"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Blood pressure medication",1
Activities,"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Cholesterol lowering medication",1
Activities,Treatment/medication code: atorvastatin,1
Activities,Treatment/medication code: metformin,1
Activities,Treatment/medication code: simvastatin,1
Cardiovascular,Coronary artery disease,1
Cardiovascular,Diastolic Blood Pressure (automated reading),3
Cardiovascular,High blood pressure,1
Cardiovascular,"Non-cancer illness code, self-reported: hypertension",1
Cardiovascular,Pulse rate (automated reading),1
Cardiovascular,Resting heart rate,1
Cardiovascular,Systolic Blood Pressure (automated reading),2
Cardiovascular,Vascular/heart problems diagnosed by doctor: High blood pressure,1
Cell,F11 - Coagulation Factor XI,3
Connective Tissue,Ankylosing spondylitis,3
Connective Tissue,Rheumatoid Arthritis,1
Dermatological,Vitiligo,1
Dermatological,Vitiligo (early onset),1
Endocrine,Thyroid-stimulating hormone,1
Endocrine,Thyroid-stimulating hormone (female),1
Endocrine,Thyroid-stimulating hormone (male),1
Endocrine,Type 2 Diabetes,3
Endocrine,Type 2 Diabetes (adjusted for BMI),1
Environment,Illnesses of father: Heart disease,1
Environment,Illnesses of mother: Diabetes,1
Environmental,Antithrombotic agents,1
Environmental,HMG CoA reductase inhibitors,1
Environmental,Salicylic acid and derivatives,1
Gastrointestinal,Crohn's Disease,1
Gastrointestinal,Diagnoses - main ICD10: K57 Diverticular disease of intestine,1
Gastrointestinal,Diagnoses - secondary ICD10: K57 Diverticular disease of intestine,1
Gastrointestinal,Diverticular disease,2
Gastrointestinal,Primary sclerosing cholangitis,1
Immunological,Basophil count (three-way meta),3
Immunological,Basophil count (two-way meta),1
Immunological,Eosinophil count (three-way meta),1
Immunological,Eosinophil count (two-way meta),1
Immunological,Epstein Barr Virus antigen EBNA seropositivity,1
Immunological,Granulocyte count (three-way meta),3
Immunological,Granulocyte count (two-way meta),3
Immunological,Granulocyte percentage of myeloid white cells (three-way meta),1
Immunological,Granulocyte percentage of myeloid white cells (two-way meta),1
Immunological,Hematocrit,1
Immunological,Hematocrit (three-way meta),1
Immunological,Hematocrit (two-way meta),1
Immunological,Hemoglobin concentration (three-way meta),1
Immunological,Hemoglobin concentration (two-way meta),1
Immunological,Immature fraction of reticulocytes (three-way meta),1
Immunological,Lymphocyte count (three-way meta),1
Immunological,Lymphocyte count (two-way meta),1
Immunological,Mean corpuscular hemoglobin,1
Immunological,Mean corpuscular volume,2
Immunological,Mean platelet volume (three-way meta),3
Immunological,Mean platelet volume (two-way meta),3
Immunological,Monocyte count,2
Immunological,Monocyte count (three-way meta),2
Immunological,Monocyte count (two-way meta),2
Immunological,Monocyte percentage of white cells (three-way meta),1
Immunological,Monocyte percentage of white cells (two-way meta),1
Immunological,Myeloid white cell count (three-way meta),3
Immunological,Myeloid white cell count (two-way meta),3
Immunological,Neutrophil count,1
Immunological,Neutrophil count (three-way meta),3
Immunological,Neutrophil count (two-way meta),1
Immunological,Platelet count,2
Immunological,Platelet count (three-way meta),2
Immunological,Platelet count (two-way meta),2
