Activities,"Medication for cholesterol, blood pressure or diabetes: Cholesterol lowering medication",1
Activities,"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Blood pressure medication",1
Activities,"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Cholesterol lowering medication",1
Activities,Treatment/medication code: atorvastatin,1
Activities,Treatment/medication code: simvastatin,1
Activities,Use of sun/uv protection,6
Cardiovascular,Coronary artery disease,1
Cardiovascular,Diastolic Blood Pressure (automated reading),1
Cardiovascular,High blood pressure,1
Cardiovascular,"Non-cancer illness code, self-reported: hypertension",1
Cardiovascular,Vascular/heart problems diagnosed by doctor: High blood pressure,1
Cell,BCAM - Basal Cell Adhesion Molecule,1
Cell,CD200 - OX-2 membrane glycoprotein,1
Cell,CD209 - CD209 antigen,1
Cell,CD36 - Platelet glycoprotein 4,1
Cell,CHST15 - Carbohydrate sulfotransferase 15,1
Cell,FLT4 - Vascular endothelial growth factor receptor 3,1
Cell,ICAM2 - Intercellular adhesion molecule 2,1
Cell,INSR - Insulin receptor,1
Cell,KDR - Vascular endothelial growth factor receptor 2,1
Cell,MBL2 - Mannose-binding protein C,1
Cell,MET - Hepatocyte growth factor receptor,1
Cell,SELE - E-Selectin,1
Cell,SELP - P-Selectin,1
Cell,"TIE1 - Tyrosine-protein kinase receptor Tie-1, soluble",1
Cell,VWF - von Willebrand factor,1
Dermatological,Ease of skin tanning,6
Dermatological,"Hair colour (natural, before greying): Black",5
Dermatological,"Hair colour (natural, before greying): Dark brown",6
Dermatological,"Hair colour (natural, before greying): Red",6
Dermatological,Skin colour,6
Endocrine,Thyroid-stimulating hormone,1
Endocrine,Thyroid-stimulating hormone (female),1
Endocrine,Thyroid-stimulating hormone (male),1
Endocrine,Type 2 Diabetes,2
Endocrine,Type 2 Diabetes (adjusted for BMI),1
Environment,Illnesses of father: Heart disease,1
Environment,Illnesses of mother: Diabetes,1
Environmental,Antithrombotic agents,1
Environmental,HMG CoA reductase inhibitors,1
Environmental,Salicylic acid and derivatives,1
Gastrointestinal,Diagnoses - main ICD10: K57 Diverticular disease of intestine,1
Gastrointestinal,Diagnoses - secondary ICD10: K57 Diverticular disease of intestine,1
Gastrointestinal,Diverticular disease,2
Immunological,Basophil count (three-way meta),1
Immunological,Granulocyte count (three-way meta),1
Immunological,Granulocyte count (two-way meta),1
Immunological,Granulocyte percentage of myeloid white cells (three-way meta),1
Immunological,Granulocyte percentage of myeloid white cells (two-way meta),1
Immunological,Hematocrit,1
Immunological,Hematocrit (three-way meta),1
Immunological,Hematocrit (two-way meta),1
Immunological,Hemoglobin concentration (three-way meta),1
Immunological,Hemoglobin concentration (two-way meta),1
Immunological,Mean corpuscular volume,1
Immunological,Monocyte count,1
Immunological,Monocyte count (three-way meta),1
Immunological,Monocyte count (two-way meta),1
Immunological,Monocyte percentage of white cells (three-way meta),1
Immunological,Monocyte percentage of white cells (two-way meta),1
Immunological,Myeloid white cell count (three-way meta),1
Immunological,Myeloid white cell count (two-way meta),1
Immunological,Neutrophil count (three-way meta),1
Immunological,Red blood cell count (three-way meta),1
Immunological,Red blood cell count (two-way meta),1
