Activities,"Medication for cholesterol, blood pressure or diabetes: Cholesterol lowering medication",6
Activities,"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Blood pressure medication",5
Activities,"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Cholesterol lowering medication",6
Activities,"Medication for pain relief, constipation, heartburn: Aspirin",2
Activities,Treatment/medication code: atorvastatin,6
Activities,Treatment/medication code: metformin,5
Activities,Treatment/medication code: simvastatin,6
Cardiovascular,Coronary artery disease,7
Cardiovascular,Coronary artery disease (SOFT definition including angina),1
Cardiovascular,Diastolic Blood Pressure (automated reading),6
Cardiovascular,High blood pressure,6
Cardiovascular,"Non-cancer illness code, self-reported: hypertension",6
Cardiovascular,Resting heart rate,1
Cardiovascular,Vascular/heart problems diagnosed by doctor: High blood pressure,6
Endocrine,Thyroid-stimulating hormone,6
Endocrine,Thyroid-stimulating hormone (female),6
Endocrine,Thyroid-stimulating hormone (male),5
Endocrine,Type 2 Diabetes,12
Endocrine,Type 2 Diabetes (adjusted for BMI),5
Environment,Illnesses of father: Heart disease,6
Environment,Illnesses of mother: Diabetes,5
Environmental,Antithrombotic agents,6
Environmental,HMG CoA reductase inhibitors,6
Environmental,Salicylic acid and derivatives,6
Gastrointestinal,Diagnoses - main ICD10: K57 Diverticular disease of intestine,5
Gastrointestinal,Diagnoses - secondary ICD10: K57 Diverticular disease of intestine,5
Gastrointestinal,Diverticular disease,12
Hematological,Hemoglobin,1
Hematological,Hemoglobin A1c,1
Immunological,Basophil count (three-way meta),5
Immunological,Eosinophil count (three-way meta),1
Immunological,Eosinophil count (two-way meta),1
Immunological,Granulocyte count (three-way meta),6
Immunological,Granulocyte count (two-way meta),6
Immunological,Granulocyte percentage of myeloid white cells (three-way meta),5
Immunological,Granulocyte percentage of myeloid white cells (two-way meta),5
Immunological,Hematocrit,6
Immunological,Hematocrit (three-way meta),6
Immunological,Hematocrit (two-way meta),6
Immunological,Hemoglobin concentration (three-way meta),6
Immunological,Hemoglobin concentration (two-way meta),6
Immunological,Lymphocyte percentage of white cells (three-way meta),1
Immunological,Mean corpuscular volume,6
Immunological,Mean platelet volume (three-way meta),1
Immunological,Mean platelet volume (two-way meta),1
Immunological,Monocyte count,5
Immunological,Monocyte count (three-way meta),6
Immunological,Monocyte count (two-way meta),6
Immunological,Monocyte percentage of white cells (three-way meta),5
Immunological,Monocyte percentage of white cells (two-way meta),5
Immunological,Myeloid white cell count (three-way meta),6
Immunological,Myeloid white cell count (two-way meta),6
Immunological,Neutrophil count (three-way meta),6
Immunological,Neutrophil count (two-way meta),1
Immunological,Platelet count (three-way meta),1
Immunological,Platelet count (two-way meta),1
Immunological,Platelet distribution width (three-way meta),2
Immunological,Platelet distribution width (two-way meta),2
Immunological,Plateletcrit (two-way meta),1
Immunological,Red blood cell count,1
Immunological,Red blood cell count (three-way meta),6
Immunological,Red blood cell count (two-way meta),6
Immunological,Red cell distribution width (three-way meta),1
Immunological,Red cell distribution width (two-way meta),1
Immunological,Reticulocyte count (three-way meta),1
Immunological,Serum levels of soluble E-selectin with T1D,1
Immunological,Stem cell factor,1
Immunological,Sum basophil neutrophil count (three-way meta),6
Immunological,Sum basophil neutrophil count (two-way meta),3
Immunological,Sum eosinophil basophil count (three-way meta),6
Immunological,Sum eosinophil basophil count (two-way meta),1
Immunological,Sum neutrophil eosinophil count (three-way meta),6
Immunological,Sum neutrophil eosinophil count (two-way meta),4
Immunological,White blood cell count,1
Immunological,White blood cell count (three-way meta),6
Immunological,White blood cell count (two-way meta),6
Metabolic,::::X-11491,1
Metabolic,Activated partial thromboplastin time,6
Metabolic,Alanine aminotransferase,5
Metabolic,Albumin,1
Metabolic,Albumin/globulin ratio,6
Metabolic,Amino acid::Phenylalanine & tyrosine metabolism::X-11423--O-sulfo-L-tyrosine,2
Metabolic,ApoB ,1
Metabolic,Arms-arm fat ratio (female),1
Metabolic,Birth weight,1
Metabolic,Blood urea nitrogen,8
Metabolic,Cholesterol esters in large LDL ,1
Metabolic,Cholesterol esters in medium LDL ,1
Metabolic,Concentration of IDL particles ,1
Metabolic,Concentration of large LDL particles ,1
Metabolic,Concentration of medium LDL particles ,1
Metabolic,Concentration of small LDL particles ,1
Metabolic,Concentration of very small VLDL particles ,6
Metabolic,Creatine kinase,5
Metabolic,Diagnoses - secondary ICD10: E78 Disorders of lipoprotein metabolism and other lipidemias,1
Metabolic,Estimated glomerular filtration rate,4
Metabolic,Free cholesterol in IDL ,1
Metabolic,Free cholesterol in large LDL ,1
Metabolic,Glycine ,5
Metabolic,Glycine level,11
Metabolic,Glycine level (male),5
Metabolic,HbA1c,2
Metabolic,Impedance measures - Arm fat percentage (left),6
Metabolic,Impedance measures - Arm fat percentage (right),6
Metabolic,Impedance measures - Arm fat-free mass (left),5
Metabolic,Impedance measures - Arm fat-free mass (right),5
Metabolic,Impedance measures - Arm predicted mass (left),5
Metabolic,Impedance measures - Arm predicted mass (right),6
Metabolic,Impedance measures - Impedance of arm (left),6
Metabolic,Impedance measures - Impedance of arm (right),6
Metabolic,Impedance measures - Impedance of leg (left),1
Metabolic,Impedance measures - Impedance of leg (right),1
Metabolic,Impedance measures - Trunk fat-free mass,5
Metabolic,Impedance measures - Trunk predicted mass,5
Metabolic,Lactate dehydrogenase,5
Metabolic,Legs-leg fat ratio (female),4
Metabolic,Legs-leg fat ratio (male),6
Metabolic,Low cholesterol lipoprotein,1
Metabolic,Low-density lipoprotein cholesterol,6
Metabolic,Low-density-lipoprotein cholesterol,6
Metabolic,Non-albumin protein,5
Metabolic,"Non-cancer illness code, self-reported: high cholesterol",6
Metabolic,Peptide::Dipeptide::X-14189--leucylalanine,1
Metabolic,Peptide::Dipeptide::X-14208--phenylalanylserine,1
Metabolic,Peptide::Dipeptide::X-14304--leucylalanine,1
Metabolic,Peptide::Dipeptide::aspartylphenylalanine,1
Metabolic,Peptide::Fibrinogen cleavage peptide::ADSGEGDFXAEGGGVR*,1
Metabolic,Peptide::Fibrinogen cleavage peptide::ADpSGEGDFXAEGGGVR*,2
Metabolic,Phospholipids in IDL ,1
Metabolic,Phospholipids in large LDL ,1
Metabolic,Phospholipids in medium LDL ,1
Metabolic,Phospholipids in very small VLDL ,6
Metabolic,Prothrombin time,1
Metabolic,Serum creatinine,1
Metabolic,Serum total cholesterol ,1
Metabolic,Total cholesterol,14
Metabolic,Total cholesterol in IDL ,5
Metabolic,Total cholesterol in LDL ,1
Metabolic,Total cholesterol in large LDL ,1
Metabolic,Total cholesterol in medium LDL ,1
Metabolic,Total cholesterol in small LDL ,1
Metabolic,Total cholesterol in small VLDL ,1
Metabolic,Total lipids in IDL ,5
Metabolic,Total lipids in large LDL ,1
Metabolic,Total lipids in medium LDL ,1
Metabolic,Total lipids in small LDL ,1
Metabolic,Total lipids in very small VLDL ,6
Metabolic,Triglyceride,1
Metabolic,Triglycerides in IDL ,1
Metabolic,Trunk-trunk fat ratio (male),6
Metabolic,"Waist-hip ratio (adjusted for BMI, male)",5
Metabolic,Waist-hip ratio (male),1
Mortality,Diagnoses - secondary ICD10: Z86 Personal history of certain other diseases,7
Mortality,Diagnoses - secondary ICD10: Z92 Personal history of medical treatment,6
Mortality,Father's age at death,3
Mortality,Number of self-reported non-cancer illnesses,5
Neurological,Left accumbens area,5
Reproduction,Age first had sexual intercourse,1
Respiratory,"Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor: Hayfever, allergic rhinitis or eczema",6
Respiratory,FEV1,12
Respiratory,FVC,1
Respiratory,PEF,12
Skeletal,Comparative height size at age 10,1
Skeletal,Estimated BMD,7
Skeletal,Estimated bone mineral density from heel ultrasounds,7
Skeletal,Heel bone mineral density,7
Skeletal,Height,3
Skeletal,Sitting height,2
Skeletal,Standing height,1
Skeletal,Total body BMD,1
Skeletal,Total body BMD (60 or older),1
Social Interactions,Social support - Leisure/social activities: Religious group,5
